X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
-6244244.60619657,-1760180.18046745,1,1,Cuiaba,BRA-MGR,Mato Grosso,BR,Brazil,Provincial capital,540814,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-5331952.87936196,-1780660.51094283,2,2,Brasilia,BRA-DFD,Distrito Federal,BR,Brazil,National and provincial capital,2481272,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-5483041.69748569,-1889069.69708273,3,3,Goiania,BRA-GOI,Goias,BR,Brazil,Provincial capital,1297154,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-6079824.82595845,-2326534.95185492,4,4,Campo Grande,BRA-MGD,Mato Grosso do Sul,BR,Brazil,Provincial capital,776242,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-6205838.71853808,-2575640.10590336,5,5,Pedro Juan Caballero,PRY-AMM,Amambay,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6042789.50211547,-2759501.77497001,6,6,Salto del Guaira,PRY-CNN,Canindeyu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6080604.27886386,-2940614.45745564,7,7,Puerto Presidente Stroessner,PRY-APA,Alto Parana,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6217305.17963822,-3170652.51928744,8,8,Encarnacion,PRY-ITA,Itapua,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6223427.63925897,-3173284.95637105,9,9,Posadas,ARG-MSN,Misiones,AR,Argentina,Provincial capital,371896,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-7702418.15827648,-1414411.49783997,10,10,Puerto Maldonado,PER-MDD,Madre de Dios,PE,Peru,Provincial capital,0,0, ,0,0, 
-8013556.59233024,-1519891.27676438,11,11,Cuzco,PER-CUS,Cusco,PE,Peru,Provincial capital,428450,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-8113409.49807133,-1533176.06073912,12,12,Abancay,PER-APR,Apurimac,PE,Peru,Provincial capital,0,0, ,0,0, 
-7796149.61758243,-1786780.29583223,13,13,Puno,PER-PUN,Puno,PE,Peru,Provincial capital,128637,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-7961903.89222815,-1850859.74004841,14,14,Arequipa,PER-ARQ,Arequipa,PE,Peru,Provincial capital,1080635,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-7586005.24944021,-1862583.583794,15,15,La Paz,BOL-LPA,La Paz,BL,Bolivia,National and provincial capital,2143000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
-19609102.3664389,-1490973.37120452,16,16,Mata-Utu,WLF,Wallis & Futuna,WF,Wallis & Futuna,National and provincial capital,0,0, ,55650,0, 
-19117952.9755597,-1555525.21987315,17,17,Apia,WSM,Samoa,WS,Samoa,National capital,37391,7,"Less than 50,000",55670,0,UN_Data_2010_2020
-19001998.9292783,-1605024.61305266,18,18,Pago Pago,ASM,American Samoa,AQ,American Samoa,National and provincial capital,3656,7,"Less than 50,000",55680,0,UN_Data_2010_2020
-16650057.3177128,-1983191.79442771,19,19,Papeete,PYF,French Polynesia,FP,French Polynesia,National and provincial capital,25763,7,"Less than 50,000",55840,0,UN_Data_2010_2020
-18915037.1341433,-2156898.27575433,20,20,Alofi,NIU,Niue,NE,Niue,National and provincial capital,639,7,"Less than 50,000",55695,0,UN_Data_2010_2020
-19508256.5940585,-2407494.12157089,21,21,Nuku' alofa,TON,Tonga,TN,Tonga,National capital,35184,7,"Less than 50,000",55590,0,UN_Data_2010_2020
-17785147.0878518,-2419719.43912837,22,22,Avarua,COK,Cook Is.,CW,Cook Is.,National and provincial capital,0,0, ,0,0, 
-14482999.7726207,-2883853.30014036,23,23,Adamstown,PCN,Pitcairn Is.,PC,Pitcairn Is.,National and provincial capital,49,7,"Less than 50,000",0,0,UN_Data_2010_2020
-8093149.58058558,-5685032.20821318,24,24,Puerto Aisen,CHL-ADG,Aisen del General Carlos Ibanez del Campo,CI,Chile,Provincial capital,0,0, ,0,0, 
-7514065.58900722,-5753148.00002516,25,25,Comodoro Rivadavia,ARG-CHB,Chubut,AR,Argentina,Other,236437,5,"100,000 to 249,999",13920,0,UN_Data_2010_2020
-7706536.86833616,-6732602.42679397,26,26,Rio Gallegos,ARG-SCR,Santa Cruz,AR,Argentina,Provincial capital,122334,5,"100,000 to 249,999",13960,0,UN_Data_2010_2020
-6439721.50986712,-6746242.65709724,27,27,Stanley,FLK,Falkland Islands,FK,Falkland Is.,National and provincial capital,2108,7,"Less than 50,000",14000,0,UN_Data_2010_2020
-7896409.30813771,-7013793.85727787,28,28,Punta Arenas,CHL-MYA,Magallanes y de la Antartica Chilena,CI,Chile,Other,141984,5,"100,000 to 249,999",14100,0,UN_Data_2010_2020
-7602898.86692652,-7321601.75296685,29,29,Ushuaia,ARG-TDF,Tierra del Fuego,AR,Argentina,Provincial capital,164883,5,"100,000 to 249,999",13980,0,UN_Data_2010_2020
-7902013.79042827,-4108031.85101422,30,30,San Fernando,CHL-LGB,Libertador General Bernardo O'Higgins,CI,Chile,Provincial capital,0,0, ,0,0, 
-7977154.4542328,-4221514.91602864,31,31,Talca,CHL-MAU,Maule,CI,Chile,Provincial capital,236724,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8132445.13732298,-4414881.37371362,32,32,Concepcion,CHL-BIO,Bio-Bio,CI,Chile,Provincial capital,238092,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8079123.31523658,-4682926.86901277,33,33,Temuco,CHL-ARC,Araucania,CI,Chile,Provincial capital,302931,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-7601265.81435012,-4713783.18617107,34,34,Neuquen,ARG-NEU,Neuquen,AR,Argentina,Provincial capital,307682,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-8120979.6709869,-5082658.08703968,35,35,Puerto Montt,CHL-LLA,Los Lagos,CI,Chile,Provincial capital,269398,4,"250,000 to 499,999",14270,0,UN_Data_2010_2020
-7836780.68191305,-2709723.26560216,36,36,Antofagasta,CHL-ANT,Antofagasta,CI,Chile,Provincial capital,425725,4,"250,000 to 499,999",14660,1,UN_Data_2010_2020
-7829322.7146991,-3168521.44588832,37,37,Copiapo,CHL-ATC,Atacama,CI,Chile,Provincial capital,171766,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-7930956.96654769,-3490830.2690237,38,38,La Serena,CHL-CQM,Coquimbo,CI,Chile,Provincial capital,249656,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-7628390.5986116,-3702295.39083232,39,39,San Juan,ARG-SJU,San Juan,AR,Argentina,Provincial capital,535947,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-7662120.72675855,-3881640.14601363,40,40,Mendoza,ARG-MND,Mendoza,AR,Argentina,Provincial capital,1025407,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-7965466.56602161,-3898091.6851117,41,41,Valparaiso,CHL-VLP,Valparaiso,CI,Chile,Provincial capital,315732,4,"250,000 to 499,999",14500,1,UN_Data_2010_2020
-7864445.4572649,-3958526.40341673,42,42,Santiago,CHL-RMT,Region Metropolitana,CI,Chile,National and provincial capital,6748000,1,"5,000,000 and greater",0,0,UN_Habitat_2020
-7940642.09996188,-3498281.02163073,43,43,Coquimbo,CHL-CQM,Coquimbo,CI,Chile,Other,256735,4,"250,000 to 499,999",14570,1,UN_Data_2010_2020
-8956209.14459861,-117559.70033134,44,44,Portoviejo,ECU-MAN,Manabi,EC,Ecuador,Provincial capital,223086,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8794573.58001258,-178802.068891859,45,45,Guaranda,ECU-BLV,Bolivar,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8853239.40357838,-199850.737024992,46,46,Babahoyo,ECU-LRI,Los Rios,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8895304.14397764,-245307.530323477,47,47,Guayaquil,ECU-GUA,Guayas,EC,Ecuador,Provincial capital,2291158,2,"1,000,000 to 4,999,999",15270,0,UN_Data_2010_2020
-8776873.44835413,-306246.653632463,48,48,Azogues,ECU-CAN,Canar,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-7786798.11698092,-462380.240498964,49,49,Leticia,COL-AMZ,Amazonas,CO,Colombia,Provincial capital,0,0, ,0,0, 
-7548797.61035626,-1116516.50088822,50,50,Rio Branco,BRA-ACR,Acre,BR,Brazil,Provincial capital,308545,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-7658507.96475254,-1235792.27247154,51,51,Cobija,BOL-PAN,Pando,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-9974894.03770012,-100191.660761456,52,52,Baquerizo Moreno,ECU-GLP,Galapagos,EC,Ecuador,Provincial capital,0,0, ,15345,0, 
-8795909.08760578,-322741.530085351,53,53,Cuenca,ECU-AZU,Azuay,EC,Ecuador,Provincial capital,331888,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-8900438.74762247,-363766.612665444,54,54,Machala,ECU-EOR,El Oro,EC,Ecuador,Provincial capital,241606,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8956097.93366105,-397444.465582361,55,55,Tumbes,PER-TMB,Tumbes,PE,Peru,Provincial capital,0,0, ,0,1, 
-8816948.45799695,-444523.859777863,56,56,Loja,ECU-LOJ,Loja,EC,Ecuador,Provincial capital,180617,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-8789452.99517236,-453340.123814336,57,57,Zamora,ECU-ZCH,Zamora-Chinchipe,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8975133.57291271,-578986.865407478,58,58,Piura,PER-PIU,Piura,PE,Peru,Provincial capital,473025,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-8887414.37547556,-754607.58954703,59,59,Chiclayo,PER-LMB,Lambayeque,PE,Peru,Provincial capital,552508,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-8797579.20435418,-906055.456910575,60,60,Trujillo,PER-LLB,La Libertad,PE,Peru,Provincial capital,919899,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-8570487.11461373,-670484.269488856,61,61,Mayobamba,PER-SMR,San Martin,PE,Peru,Provincial capital,0,0, ,0,0, 
-8668226.07304182,-695451.206074823,62,62,Chachapoyas,PER-AMZ,Amazonas,PE,Peru,Provincial capital,0,0, ,0,0, 
-8739804.0630529,-799354.797452393,63,63,Cajamarca,PER-CJM,Cajamarca,PE,Peru,Provincial capital,201329,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-8296307.86810926,-936988.878017018,64,64,Pucallpa,PER-UCY,Ucayali,PE,Peru,Provincial capital,327568,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-8733363.99737377,-998143.260331622,65,65,Chimbote,PER-ANC,Ancash,PE,Peru,Other,354273,4,"250,000 to 499,999",15030,0,UN_Data_2010_2020
-8630711.84399036,-1066478.20596454,66,66,Huaraz,PER-ANC,Ancash,PE,Peru,Provincial capital,118836,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8485995.94497174,-1110413.41812946,67,67,Huanuco,PER-HUA,Huanuco,PE,Peru,Provincial capital,196627,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-8489558.61876519,-1196629.85781657,68,68,Cerro De Pasco,PER-PAS,Pasco,PE,Peru,Provincial capital,0,0, ,0,0, 
-8741282.8166707,-25547.8823619251,69,69,Quito,ECU-PCH,Pichincha,EC,Ecuador,National and provincial capital,1619146,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-8750379.86031008,-103754.789945553,70,70,La Tacunga,ECU-CTP,Cotopaxi,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8662515.37205554,-109466.270476417,71,71,Tena,ECU-NAP,Napo,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8751938.7661209,-138047.173961159,72,72,Ambato,ECU-TNG,Tungurahua,EC,Ecuador,Provincial capital,178538,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8681472.86706385,-165105.470839113,73,73,Puyo,ECU-PST,Pastaza,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8754720.97382333,-186041.569415109,74,74,Riobamba,ECU-CHM,Chimborazo,EC,Ecuador,Provincial capital,156723,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8695721.5358664,-257551.937740513,75,75,Macas,ECU-MSN,Morona-Santiago,EC,Ecuador,Provincial capital,0,0, ,0,0, 
-8147584.46996851,-418081.121078694,76,76,Iquitos,PER-LOR,Loreto,PE,Peru,Provincial capital,377609,4,"250,000 to 499,999",12570,0,UN_Data_2010_2020
-8587631.21000595,-1352196.39672191,77,77,Callao,PER-CAL,Callao,PE,Peru,Provincial capital,0,0, ,14950,1, 
-8372450.40669433,-1354245.41432807,78,78,Huancayo,PER-JUN,Junin,PE,Peru,Provincial capital,465834,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-8347403.51875949,-1435750.25058198,79,79,Huancavelica,PER-HNC,Huancavelica,PE,Peru,Provincial capital,0,0, ,0,1, 
-8262244.10714963,-1479504.38713061,80,80,Ayacucho,PER-AYC,Ayacucho,PE,Peru,Provincial capital,216444,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-8431783.47746392,-1581560.46776377,81,81,Ica,PER-ICA,Ica,PE,Peru,Provincial capital,289861,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-7896002.54174508,-1943419.05340985,82,82,Moquegua,PER-MOQ,Moquegua,PE,Peru,Provincial capital,0,0, ,0,1, 
-7820305.84167431,-2039655.52456587,83,83,Tacna,PER-TAC,Tacna,PE,Peru,Provincial capital,286240,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-7808950.59151173,-2299230.11625544,84,84,Iquique,CHL-TRP,Tarapaca,CI,Chile,Provincial capital,223463,5,"100,000 to 249,999",14760,0,UN_Data_2010_2020
-8576610.56899854,-1355041.49626849,85,85,Lima,PER-LIM,Lima,PE,Peru,National and provincial capital,9562280,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
-5398772.94971881,-160205.696468231,86,86,Belem,BRA-PAR,Para,BR,Brazil,Provincial capital,1381475,2,"1,000,000 to 4,999,999",12490,0,UN_Data_2010_2020
-6079157.57875465,-273929.7949707,87,87,Santarem,BRA-PAR,Para,BR,Brazil,Other,205711,5,"100,000 to 249,999",12510,0,UN_Data_2010_2020
-6680838.8701925,-347711.672241129,88,88,Manaus,BRA-AMZ,Amazonas,BR,Brazil,Provincial capital,1792881,2,"1,000,000 to 4,999,999",12560,0,UN_Data_2010_2020
-7113983.67928222,-979205.968382726,89,89,Porto Velho,BRA-RND,Rondonia,BR,Brazil,Provincial capital,369259,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-5383449.27255578,-1142948.51402319,90,90,Palmas,BRA-TCN,Tocantins,BR,Brazil,Provincial capital,221742,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-6762659.02464808,-2269086.26941576,91,91,Mayor Pablo Lagerenza,PRY-CHA,Chaco,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6459870.23483688,-2396171.36503419,92,92,Fuerte Otimpo,PRY-APR,Alto Paraguay,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6747073.85348825,-2515127.72410843,93,93,Mariscal Jose F. Estigarribia,PRY-BQR,Boqueron,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-7224968.4185467,-1670882.75279011,94,94,Trinidad,BOL-EBE,El Beni,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-7365676.81844321,-1965571.55669399,95,95,Cochabamba,BOL-CCH,Cochabamba,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-7035104.01054387,-2012841.28467306,96,96,Santa Cruz de La Sierra,BOL-SCR,Santa Cruz,BL,Bolivia,Other,2248000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
-7470762.53314767,-2034622.30574688,97,97,Oruro,BOL-ORU,Oruro,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-7264264.98846973,-2159881.5939106,98,98,Sucre,BOL-CHQ,Chuquisaca,BL,Bolivia,Provincial capital,0,0, ,0,0, 
-7319924.17450831,-2223696.5505252,99,99,Potosi,BOL-POT,Potosi,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-6924518.0058733,-2334734.87445512,100,100,Fortin Coronel Eugenia Garay,PRY-NAS,Nueva Asuncion,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-7205821.58677905,-2455427.66558964,101,101,Tarija,BOL-TAR,Tarija,BL,Bolivia,Provincial capital,0,0, ,0,1, 
-6392966.99115171,-2680827.60841501,102,102,Concepcion,PRY-CNC,Concepcion,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-6551374.5279426,-2684831.32142491,103,103,Pozo Colorado,PRY-PHA,Presidente Hayes,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6353782.64535185,-2764257.39638627,104,104,San Pedro,PRY-SPE,San Pedro,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-6414451.2052931,-2913254.11716478,105,105,Asuncion,PRY-CNT,Central,PA,Paraguay,National capital,0,0, ,0,0, 
-6286545.78727557,-3556361.27928504,106,106,Artigas,URY-ART,Artigas,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6756870.19784001,-3713140.26023467,107,107,Santa Fe,ARG-SFE,Santa Fe,AR,Argentina,Provincial capital,534204,3,"500,000 to 999,999",13560,1,UN_Data_2010_2020
-6738391.60804021,-3727921.40204144,108,108,Parana,ARG-ERI,Entre Rios,AR,Argentina,Provincial capital,280520,4,"250,000 to 499,999",13570,0,UN_Data_2010_2020
-6753078.08355836,-3887041.84554135,109,109,Rosario,ARG-SFE,Santa Fe,AR,Argentina,Other,1321765,2,"1,000,000 to 4,999,999",13630,0,UN_Data_2010_2020
-6450964.55432809,-4152566.35311333,110,110,La Plata,ARG-BAI,Buenos Aires,AR,Argentina,Provincial capital,895110,3,"500,000 to 999,999",13770,0,UN_Data_2010_2020
-6313039.37531963,-4076569.76981356,111,111,San Jose De Mayo,URY-SJO,San Jose,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-6438719.63508659,-4093437.71696479,112,112,Colonia del Sacramento,URY-COL,Colonia,UY,Uruguay,Provincial capital,0,0, ,13140,0, 
-6265506.39846286,-4101273.63480046,113,113,Canelones,URY-CNL,Canelones,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-7156507.26381478,-4387381.14186661,114,114,Santa Rosa,ARG-LPA,La Pampa,AR,Argentina,Provincial capital,127683,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-6932316.60609146,-4682395.19155831,115,115,Bahia Blanca,ARG-BAI,Buenos Aires,AR,Argentina,Other,314539,4,"250,000 to 499,999",13815,0,UN_Data_2010_2020
-7012574.85202248,-4985096.34204676,116,116,Viedma,ARG-RNE,Rio Negro,AR,Argentina,Provincial capital,0,0, ,0,0, 
-7246898.4712024,-5357746.81231753,117,117,Rawson,ARG-CHB,Chubut,AR,Argentina,Provincial capital,145647,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-6506605.72408427,-4112697.4659266,118,118,Buenos Aires,ARG-DFD,Distrito Federal,AR,Argentina,National and provincial capital,15416728,1,"5,000,000 and greater",13760,1,UN_Data_2010_2020
-7269274.36237238,-2777554.26584189,119,119,San Salvador De Jujuy,ARG-JUJ,Jujuy,AR,Argentina,Provincial capital,346920,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-7281185.66722276,-2849849.82263741,120,120,Salta,ARG-SAL,Salta,AR,Argentina,Provincial capital,636406,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-7259589.22895819,-3102123.76248073,121,121,San Miguel De Tucuman,ARG-TCM,Tucuman,AR,Argentina,Provincial capital,900677,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-7154392.32173771,-3222523.55962812,122,122,Santiago Del Estero,ARG-SDE,Santiago del Estero,AR,Argentina,Provincial capital,402436,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-7322707.37697479,-3307853.90897597,123,123,Catamarca,ARG-CTM,Catamarca,AR,Argentina,Provincial capital,222984,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-7442264.18235694,-3428317.29757017,124,124,La Rioja,ARG-LRI,La Rioja,AR,Argentina,Provincial capital,222155,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-7144484.7664484,-3673856.62792637,125,125,Cordoba,ARG-CRD,Cordoba,AR,Argentina,Provincial capital,1563702,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-7385825.54341295,-3937323.45505453,126,126,San Luis,ARG-SLU,San Luis,AR,Argentina,Provincial capital,235975,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-6360795.76881557,-2923354.47105653,127,127,Caacupe,PRY-CRD,Cordillera,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6281536.41337291,-2931488.74336515,128,128,Coronel Oviedo,PRY-CAA,Caaguazu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6362020.06547123,-2952585.6490883,129,129,Paraguari,PRY-PRG,Paraguari,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-6284096.19920022,-2972353.04871386,130,130,Villarrica,PRY-GUA,Guaira,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6476233.86413805,-3021763.7430926,131,131,Formosa,ARG-FRM,Formosa,AR,Argentina,Provincial capital,252791,4,"250,000 to 499,999",13340,1,UN_Data_2010_2020
-6489480.65816008,-3106989.36986641,132,132,Pilar,PRY-NMB,Neembucu,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6566402.64965057,-3180685.0482821,133,133,Resistencia,ARG-CHA,Chaco,AR,Argentina,Provincial capital,414226,4,"250,000 to 499,999",13380,0,UN_Data_2010_2020
-6547589.43227403,-3184448.70958121,134,134,Corrientes,ARG-CRR,Corrientes,AR,Argentina,Provincial capital,379978,4,"250,000 to 499,999",13370,1,UN_Data_2010_2020
-6376714.57278808,-2925695.68280125,135,135,Ypacarai,PRY-CNT,Central,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6274856.90430032,-3023872.83513514,136,136,Caazapa,PRY-CAZ,Caazapa,PA,Paraguay,Provincial capital,0,0, ,0,1, 
-6361575.24014255,-3082676.84973982,137,137,San Juan Bautista,PRY-MSN,Misiones,PA,Paraguay,Provincial capital,0,0, ,0,0, 
-6452411.27285885,-3684284.2644433,138,138,Salto,URY-SAL,Salto,UY,Uruguay,Provincial capital,0,0, ,13180,1, 
-6465435.64500575,-3806969.58962919,139,139,Paysandu,URY-PYS,Paysandu,UY,Uruguay,Provincial capital,0,0, ,13170,1, 
-6490371.32200305,-3913768.32918351,140,140,Fray Bentos,URY-RNE,Rio Negro,UY,Uruguay,Provincial capital,0,0, ,13160,0, 
-6458200.09966693,-3932262.74847303,141,141,Mercedes,URY-SOR,Soriano,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-6290664.49733526,-3950785.44840257,142,142,Durazno,URY-DRZ,Durazno,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6334189.9750699,-3967735.34691928,143,143,Trinidad,URY-FLR,Flores,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-5190048.23884062,-2702433.4995181,144,144,Sao Paulo,BRA-SPA,Sao Paulo,BR,Brazil,Provincial capital,11152968,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
-5155148.91291398,-2747888.71389033,145,145,Santos,BRA-SPA,Sao Paulo,BR,Brazil,Other,419086,4,"250,000 to 499,999",12970,0,UN_Data_2010_2020
-5486380.95463996,-2928654.06253048,146,146,Curitiba,BRA-PAN,Parana,BR,Brazil,Provincial capital,1751907,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-5412242.16561596,-3195621.48876279,147,147,Florianopolis,BRA-SCT,Santa Catarina,BR,Brazil,Provincial capital,405189,4,"250,000 to 499,999",13030,0,UN_Data_2010_2020
-5700448.67223349,-3508692.7589625,148,148,Porto Alegre,BRA-RGS,Rio Grande do Sul,BR,Brazil,Provincial capital,1409351,2,"1,000,000 to 4,999,999",13080,0,UN_Data_2010_2020
-6181464.08847044,-3618135.29156049,149,149,Rivera,URY-RIV,Rivera,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6231998.67376946,-3724649.55025801,150,150,Tacuarembo,URY-TCR,Tacuarembo,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6030956.34150846,-3811055.03837137,151,151,Melo,URY-CLA,Cerro Largo,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-6052997.60510171,-3926005.24882262,152,152,Treinta Y Tres,URY-TYT,Treinta y Tres,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-6257825.01460973,-4042103.33859393,153,153,Florida,URY-FLD,Florida,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6147841.13694014,-4079266.66066591,154,154,Minas,URY-LVL,Lavalleja,UY,Uruguay,Provincial capital,0,0, ,0,0, 
-6047542.39268476,-4095733.81877258,155,155,Rocha,URY-ROC,Rocha,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6116783.00032211,-4152064.18816652,156,156,Maldonado,URY-MLD,Maldonado,UY,Uruguay,Provincial capital,0,0, ,0,1, 
-6252815.64070706,-4153014.77792764,157,157,Montevideo,URY-MNT,Montevideo,UY,Uruguay,National and provincial capital,1383135,2,"1,000,000 to 4,999,999",13120,1,UN_Data_2010_2020
-4283685.61896804,-1458932.8930121,158,158,Salvador,BRA-BAH,Bahia,BR,Brazil,Provincial capital,2674923,2,"1,000,000 to 4,999,999",12770,0,UN_Data_2010_2020
-635077.769031151,-1795691.5809819,159,159,Jamestown,SHN,St. Helena,SH,St. Helena,National and provincial capital,0,0, ,46690,0, 
-4887927.70941883,-2255506.74627004,160,160,Belo Horizonte,BRA-MGE,Minas Gerais,BR,Brazil,Provincial capital,2375151,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-4498865.40909405,-2312521.10919134,161,161,Vitoria,BRA-ESA,Espirito Santo,BR,Brazil,Provincial capital,327801,4,"250,000 to 499,999",12850,0,UN_Data_2010_2020
-4837409.13245255,-2598381.91171935,162,162,Rio de Janeiro,BRA-RDJ,Rio de Janeiro,BR,Brazil,Other,6320446,1,"5,000,000 and greater",12920,1,UN_Data_2010_2020
-4773491.48887688,-2612560.35491539,163,163,Niteroi,BRA-RDJ,Rio de Janeiro,BR,Brazil,Provincial capital,487562,4,"250,000 to 499,999",12930,0,UN_Data_2010_2020
-4931564.37966946,-280058.029360414,164,164,Sao Luis,BRA-MRN,Maranhao,BR,Brazil,Provincial capital,958545,3,"500,000 to 999,999",12590,0,UN_Data_2010_2020
-4295708.11633443,-421427.612285476,165,165,Fortaleza,BRA-CEA,Ceara,BR,Brazil,Provincial capital,2452185,2,"1,000,000 to 4,999,999",12650,0,UN_Data_2010_2020
-4764697.01930565,-569039.177634331,166,166,Teresina,BRA-PIA,Piaui,BR,Brazil,Provincial capital,767559,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-3919670.22499968,-647429.833356785,167,167,Natal,BRA-RGN,Rio Grande do Norte,BR,Brazil,Provincial capital,803739,3,"500,000 to 999,999",12690,0,UN_Data_2010_2020
-3881376.52462126,-795764.252056566,168,168,Joao Pessoa,BRA-PAA,Paraiba,BR,Brazil,Provincial capital,720954,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-3886719.53133659,-903019.556579654,169,169,Recife,BRA-PRN,Pernambuco,BR,Brazil,Provincial capital,1537704,2,"1,000,000 to 4,999,999",12730,0,UN_Data_2010_2020
